order_id,product_id,quantity,price_per_unit
565,100,2,438.09
565,49,4,315.22
565,19,1,373.42
566,40,3,92.21
566,13,3,216.2
567,64,1,85.89
568,7,3,227.43
568,85,4,464.85
568,7,4,227.43
569,61,3,136.82
569,81,1,174.99
569,45,1,73.6
570,60,2,233.16
570,75,2,239.67
570,32,4,444.87
571,96,4,218.69
571,15,4,429.83
572,10,4,380.63
572,6,4,306.01
572,45,2,73.6
573,28,4,374.56
573,36,3,128.31
573,36,2,128.31
573,24,2,132.93
574,3,1,223.36
575,4,1,322.57
575,73,3,239.09
575,3,3,223.36
576,69,1,182.28
576,31,1,16.8
577,88,1,142.46
577,92,2,208.61
577,26,3,497.3
578,28,2,374.56
578,1,2,414.77
579,6,1,306.01
579,41,3,126.71
579,19,1,373.42
580,92,2,208.61
580,36,1,128.31
581,63,4,44.92
581,4,3,322.57
581,61,1,136.82
582,76,2,401.6
582,25,4,447.12
582,62,3,93.57
582,59,2,466.72
583,2,2,261.74
583,88,1,142.46
583,11,3,473.81
584,26,2,497.3
585,33,4,180.17
585,5,4,170.0
586,22,4,398.25
586,75,4,239.67
587,54,4,352.48
587,46,1,487.36
587,56,2,419.12
588,38,1,447.49
588,32,3,444.87
589,21,3,212.42
589,65,1,146.44
589,4,3,322.57
590,55,3,356.2
591,30,2,161.75
591,66,4,487.82
592,32,1,444.87
592,69,4,182.28
592,27,2,77.62
593,4,1,322.57
593,25,4,447.12
594,75,1,239.67
594,48,1,400.26
594,2,1,261.74
595,72,2,451.6
595,21,4,212.42
595,85,4,464.85
595,84,2,325.38
596,33,2,180.17
597,30,2,161.75
597,72,1,451.6
598,46,3,487.36
598,13,1,216.2
598,50,4,74.62
599,21,2,212.42
600,30,1,161.75
600,89,4,186.1
600,40,4,92.21
601,24,1,132.93
601,52,2,365.97
602,19,4,373.42
602,71,1,197.87
602,92,4,208.61
602,95,4,196.95
603,57,1,463.49
604,72,3,451.6
604,59,3,466.72
604,14,3,26.22
605,6,4,306.01
605,14,3,26.22
605,38,1,447.49
605,68,4,80.25
606,46,3,487.36
606,74,4,417.85
607,67,2,21.34
607,32,2,444.87
607,46,2,487.36
608,34,2,417.15
608,93,3,20.92
608,43,4,286.76
608,13,3,216.2
609,51,3,112.28
609,81,2,174.99
609,26,1,497.3
610,88,2,142.46
610,13,4,216.2
610,12,2,14.69
610,85,4,464.85
611,52,2,365.97
611,66,4,487.82
611,69,2,182.28
612,10,1,380.63
613,1,1,414.77
613,81,3,174.99
613,63,2,44.92
613,26,4,497.3
614,32,3,444.87
614,93,2,20.92
615,1,4,414.77
615,81,2,174.99
615,26,2,497.3
616,96,3,218.69
616,61,4,136.82
616,28,3,374.56
616,69,1,182.28
617,1,2,414.77
617,32,4,444.87
617,1,3,414.77
618,42,1,285.23
619,8,1,476.6
619,70,3,254.04
620,30,4,161.75
621,79,3,222.47
621,54,3,352.48
622,18,1,328.39
623,73,3,239.09
624,46,2,487.36
624,33,4,180.17
624,57,3,463.49
624,83,2,481.09
625,19,3,373.42
625,52,4,365.97
625,47,1,20.83
626,40,4,92.21
626,6,1,306.01
626,8,1,476.6
626,65,4,146.44
627,22,4,398.25
627,82,1,240.61
627,36,4,128.31
627,8,4,476.6
628,59,1,466.72
628,45,1,73.6
629,52,4,365.97
630,95,4,196.95
630,43,2,286.76
631,44,4,390.62
631,67,3,21.34
631,40,1,92.21
631,17,2,154.61
632,57,3,463.49
633,83,4,481.09
633,37,2,498.67
633,29,1,496.5
634,99,4,71.61
634,35,2,144.22
635,26,2,497.3
636,36,2,128.31
636,80,3,122.43
636,70,4,254.04
637,30,2,161.75
638,69,3,182.28
639,23,3,81.32
639,3,3,223.36
640,91,4,259.51
640,97,2,468.16
640,65,2,146.44
641,10,4,380.63
641,99,2,71.61
641,92,3,208.61
641,26,4,497.3
642,33,2,180.17
642,69,4,182.28
643,66,1,487.82
643,61,3,136.82
643,67,2,21.34
644,6,4,306.01
645,55,1,356.2
645,60,3,233.16
646,64,4,85.89
647,52,4,365.97
648,36,1,128.31
649,59,1,466.72
649,73,2,239.09
649,68,4,80.25
649,37,4,498.67
650,57,3,463.49
650,92,3,208.61
650,51,4,112.28
651,32,2,444.87
651,10,1,380.63
651,71,3,197.87
652,29,3,496.5
652,61,3,136.82
652,67,4,21.34
652,65,4,146.44
653,45,2,73.6
653,81,3,174.99
654,92,3,208.61
655,87,1,407.53
655,6,3,306.01
655,55,2,356.2
655,96,4,218.69
656,95,1,196.95
656,49,1,315.22
657,4,1,322.57
657,25,4,447.12
657,28,3,374.56
657,98,3,353.68
658,30,2,161.75
658,1,1,414.77
658,98,4,353.68
659,99,4,71.61
659,14,4,26.22
660,75,2,239.67
661,73,1,239.09
661,41,3,126.71
662,70,3,254.04
662,32,2,444.87
662,8,1,476.6
663,42,3,285.23
663,70,1,254.04
663,17,1,154.61
664,17,2,154.61
665,77,2,109.48
665,84,2,325.38
665,84,2,325.38
666,16,1,347.88
666,43,4,286.76
666,55,4,356.2
667,78,2,331.49
668,94,3,50.13
668,49,4,315.22
669,22,3,398.25
669,3,3,223.36
670,12,2,14.69
670,23,1,81.32
670,39,4,85.34
671,10,4,380.63
671,18,1,328.39
671,62,2,93.57
671,9,3,496.03
672,93,2,20.92
673,11,2,473.81
673,42,1,285.23
673,98,1,353.68
674,3,3,223.36
674,20,2,147.43
675,37,2,498.67
676,56,3,419.12
676,56,3,419.12
676,15,1,429.83
676,16,1,347.88
677,59,2,466.72
677,65,2,146.44
677,74,3,417.85
677,16,3,347.88
678,96,3,218.69
678,28,1,374.56
678,89,2,186.1
678,90,3,160.94
679,41,4,126.71
679,5,2,170.0
679,40,3,92.21
679,90,2,160.94
680,68,3,80.25
680,10,2,380.63
681,80,2,122.43
681,86,3,310.48
681,66,1,487.82
681,10,2,380.63
682,97,1,468.16
682,5,1,170.0
682,49,1,315.22
683,18,3,328.39
683,69,3,182.28
683,66,1,487.82
684,14,1,26.22
685,46,3,487.36
685,53,2,413.68
685,36,2,128.31
685,35,1,144.22
686,95,4,196.95
686,24,4,132.93
686,92,4,208.61
686,43,3,286.76
687,99,1,71.61
687,70,3,254.04
687,61,1,136.82
687,82,1,240.61
688,14,2,26.22
688,84,2,325.38
689,60,3,233.16
689,19,4,373.42
689,58,3,14.98
690,39,3,85.34
690,72,3,451.6
690,73,4,239.09
690,67,2,21.34
691,7,2,227.43
691,13,1,216.2
692,63,1,44.92
692,65,1,146.44
693,2,3,261.74
693,12,3,14.69
693,49,1,315.22
693,30,2,161.75
694,31,3,16.8
694,84,1,325.38
694,51,3,112.28
694,13,1,216.2
695,19,3,373.42
695,43,2,286.76
695,92,3,208.61
696,96,4,218.69
696,1,1,414.77
697,9,2,496.03
697,14,3,26.22
697,57,1,463.49
698,7,4,227.43
698,19,3,373.42
699,86,1,310.48
700,28,2,374.56
700,20,1,147.43
700,89,4,186.1
700,37,4,498.67
701,67,4,21.34
701,5,4,170.0
702,72,3,451.6
702,35,4,144.22
703,84,4,325.38
703,64,2,85.89
704,41,3,126.71
704,37,2,498.67
704,70,1,254.04
704,74,2,417.85
705,46,1,487.36
706,8,3,476.6
706,84,1,325.38
706,67,4,21.34
706,9,3,496.03
707,77,3,109.48
707,63,2,44.92
707,63,1,44.92
707,63,1,44.92
708,43,1,286.76
708,18,1,328.39
709,50,4,74.62
709,67,2,21.34
710,88,4,142.46
710,22,4,398.25
711,92,1,208.61
711,38,3,447.49
711,67,3,21.34
712,27,3,77.62
712,53,2,413.68
712,68,3,80.25
713,74,4,417.85
713,17,4,154.61
713,43,1,286.76
713,85,4,464.85
714,44,4,390.62
714,58,4,14.98
714,34,2,417.15
714,58,3,14.98
715,64,3,85.89
716,32,3,444.87
716,65,3,146.44
716,54,2,352.48
717,99,4,71.61
717,37,2,498.67
717,25,1,447.12
718,44,2,390.62
718,10,3,380.63
718,93,2,20.92
719,96,2,218.69
719,50,4,74.62
720,91,1,259.51
721,14,4,26.22
721,55,3,356.2
721,7,4,227.43
722,31,1,16.8
722,83,3,481.09
723,3,1,223.36
723,47,2,20.83
723,27,3,77.62
723,48,4,400.26
724,55,1,356.2
724,31,1,16.8
724,84,2,325.38
724,32,3,444.87
725,97,3,468.16
726,55,2,356.2
726,94,1,50.13
726,12,3,14.69
727,43,1,286.76
728,48,3,400.26
728,39,1,85.34
729,35,3,144.22
729,11,1,473.81
729,68,2,80.25
729,76,1,401.6
730,24,3,132.93
730,39,4,85.34
730,15,4,429.83
730,32,2,444.87
731,27,4,77.62
732,61,1,136.82
733,35,1,144.22
733,15,3,429.83
733,42,4,285.23
733,97,4,468.16
734,25,4,447.12
734,40,1,92.21
735,89,3,186.1
735,97,3,468.16
735,27,1,77.62
736,34,3,417.15
736,81,3,174.99
737,74,4,417.85
737,94,1,50.13
738,82,1,240.61
738,41,3,126.71
738,79,1,222.47
738,78,2,331.49
739,81,1,174.99
740,31,3,16.8
741,45,1,73.6
741,81,3,174.99
742,8,1,476.6
742,95,3,196.95
742,64,2,85.89
743,42,2,285.23
743,78,1,331.49
743,73,3,239.09
744,21,4,212.42
744,32,2,444.87
744,67,3,21.34
744,88,2,142.46
745,71,3,197.87
746,75,2,239.67
747,76,3,401.6
747,83,2,481.09
747,14,2,26.22
748,14,2,26.22
749,54,3,352.48
749,89,2,186.1
749,3,2,223.36
750,81,3,174.99
750,66,3,487.82
750,8,3,476.6
751,21,2,212.42
751,42,4,285.23
751,58,2,14.98
752,41,2,126.71
752,10,1,380.63
752,50,4,74.62
753,81,3,174.99
753,16,3,347.88
753,46,4,487.36
753,10,4,380.63
754,3,2,223.36
754,11,2,473.81
754,21,4,212.42
754,70,2,254.04
755,45,2,73.6
756,71,4,197.87
756,64,3,85.89
756,14,1,26.22
756,6,2,306.01
757,82,1,240.61
757,31,1,16.8
757,83,3,481.09
757,17,1,154.61
758,36,3,128.31
758,17,4,154.61
758,92,1,208.61
759,43,2,286.76
759,70,1,254.04
760,60,3,233.16
760,49,4,315.22
760,27,1,77.62
761,56,3,419.12
761,59,2,466.72
762,65,2,146.44
763,84,4,325.38
763,55,1,356.2
763,99,2,71.61
763,9,3,496.03
764,3,4,223.36
764,34,3,417.15
765,70,4,254.04
765,16,3,347.88
765,57,1,463.49
766,29,3,496.5
766,38,2,447.49
766,71,2,197.87
767,28,4,374.56
767,63,2,44.92
767,3,4,223.36
768,59,3,466.72
768,21,1,212.42
768,43,1,286.76
768,94,1,50.13
769,90,4,160.94
769,81,4,174.99
770,62,2,93.57
770,81,4,174.99
770,74,2,417.85
770,51,3,112.28
771,50,2,74.62
771,8,1,476.6
771,49,2,315.22
771,84,2,325.38
772,66,4,487.82
773,64,3,85.89
773,34,2,417.15
774,18,3,328.39
775,79,2,222.47
775,84,2,325.38
775,90,3,160.94
776,25,4,447.12
777,40,1,92.21
777,94,1,50.13
777,16,1,347.88
777,28,1,374.56
778,35,2,144.22
778,39,3,85.34
779,35,1,144.22
779,25,1,447.12
780,74,2,417.85
780,9,4,496.03
781,19,1,373.42
782,1,4,414.77
782,85,2,464.85
782,92,3,208.61
783,54,3,352.48
783,3,4,223.36
783,45,3,73.6
784,100,3,438.09
784,8,1,476.6
784,5,2,170.0
784,93,3,20.92
785,96,4,218.69
786,72,2,451.6
786,55,4,356.2
786,88,1,142.46
787,12,2,14.69
787,19,1,373.42
787,17,4,154.61
788,99,3,71.61
788,33,1,180.17
788,59,4,466.72
788,54,4,352.48
789,7,3,227.43
789,61,2,136.82
789,81,1,174.99
790,74,2,417.85
790,55,1,356.2
791,86,2,310.48
792,23,3,81.32
792,35,3,144.22
792,53,3,413.68
793,30,3,161.75
793,25,3,447.12
793,86,1,310.48
793,36,4,128.31
794,55,3,356.2
794,6,1,306.01
794,54,2,352.48
794,60,2,233.16
795,4,4,322.57
795,52,3,365.97
795,97,4,468.16
795,5,3,170.0
796,63,3,44.92
797,6,4,306.01
797,80,2,122.43
798,81,1,174.99
798,39,4,85.34
798,91,3,259.51
799,35,2,144.22
799,68,2,80.25
799,19,4,373.42
800,9,1,496.03
800,53,1,413.68
800,14,2,26.22
800,88,2,142.46
801,50,2,74.62
801,21,4,212.42
801,54,2,352.48
802,78,1,331.49
803,34,4,417.15
803,38,3,447.49
803,81,1,174.99
803,58,4,14.98
804,73,2,239.09
804,71,4,197.87
804,88,4,142.46
805,57,4,463.49
805,13,1,216.2
805,74,1,417.85
805,87,2,407.53
806,23,3,81.32
806,84,1,325.38
806,53,3,413.68
806,83,1,481.09
807,20,2,147.43
807,23,3,81.32
808,44,4,390.62
808,39,2,85.34
808,54,1,352.48
808,84,2,325.38
809,79,2,222.47
809,26,1,497.3
810,28,4,374.56
811,51,3,112.28
811,63,3,44.92
811,93,4,20.92
811,91,4,259.51
812,58,3,14.98
812,71,3,197.87
812,61,1,136.82
812,64,2,85.89
813,53,1,413.68
813,89,1,186.1
813,41,4,126.71
813,27,1,77.62
814,62,4,93.57
814,94,3,50.13
814,73,1,239.09
814,89,3,186.1
815,59,3,466.72
815,16,3,347.88
815,26,4,497.3
815,51,4,112.28
816,17,3,154.61
816,99,4,71.61
816,19,1,373.42
816,66,2,487.82
817,2,3,261.74
818,68,2,80.25
818,2,3,261.74
818,43,1,286.76
819,23,3,81.32
820,6,2,306.01
820,87,3,407.53
821,35,2,144.22
822,70,3,254.04
822,31,1,16.8
822,7,1,227.43
822,30,2,161.75
823,79,3,222.47
823,38,4,447.49
823,5,1,170.0
823,4,4,322.57
824,40,4,92.21
824,31,1,16.8
824,49,3,315.22
825,18,2,328.39
825,18,1,328.39
826,34,3,417.15
827,26,2,497.3
827,61,1,136.82
827,10,4,380.63
827,3,2,223.36
828,86,1,310.48
828,18,1,328.39
828,95,3,196.95
829,43,3,286.76
829,73,3,239.09
830,20,1,147.43
830,55,4,356.2
830,73,3,239.09
831,24,1,132.93
831,97,3,468.16
831,96,2,218.69
831,30,4,161.75
832,48,4,400.26
832,24,2,132.93
833,84,4,325.38
834,58,2,14.98
834,66,3,487.82
835,77,1,109.48
835,28,4,374.56
835,61,2,136.82
835,87,3,407.53
836,12,1,14.69
836,93,1,20.92
836,90,3,160.94
836,51,1,112.28
837,45,3,73.6
837,30,4,161.75
837,95,1,196.95
837,29,4,496.5
838,72,2,451.6
838,96,2,218.69
838,65,2,146.44
839,23,3,81.32
839,16,3,347.88
839,39,3,85.34
840,52,1,365.97
841,90,3,160.94
841,21,2,212.42
842,65,3,146.44
842,30,2,161.75
842,45,1,73.6
843,61,3,136.82
843,28,2,374.56
843,49,4,315.22
843,90,2,160.94
844,8,2,476.6
844,37,2,498.67
844,84,2,325.38
844,18,3,328.39
845,55,4,356.2
845,43,3,286.76
845,32,1,444.87
845,40,4,92.21
846,10,2,380.63
846,89,4,186.1
846,24,3,132.93
847,75,4,239.67
848,29,4,496.5
848,91,3,259.51
848,19,4,373.42
849,59,4,466.72
850,59,2,466.72
850,2,3,261.74
850,31,4,16.8
850,28,4,374.56
851,20,1,147.43
851,81,2,174.99
851,52,2,365.97
852,99,3,71.61
852,47,2,20.83
853,21,1,212.42
854,95,4,196.95
854,23,4,81.32
855,65,2,146.44
855,50,4,74.62
855,93,4,20.92
855,73,2,239.09
856,100,4,438.09
856,53,4,413.68
856,58,2,14.98
857,44,2,390.62
857,72,4,451.6
858,14,2,26.22
859,61,3,136.82
859,66,2,487.82
860,53,3,413.68
861,62,4,93.57
861,82,2,240.61
861,93,1,20.92
861,40,2,92.21
862,20,2,147.43
863,49,3,315.22
863,49,1,315.22
863,59,3,466.72
864,1,4,414.77
865,45,1,73.6
865,29,4,496.5
865,32,1,444.87
865,71,4,197.87
866,31,4,16.8
866,81,1,174.99
866,50,3,74.62
866,88,1,142.46
867,41,3,126.71
867,43,4,286.76
868,66,1,487.82
868,34,1,417.15
868,72,2,451.6
868,49,2,315.22
869,43,4,286.76
869,64,4,85.89
869,71,2,197.87
870,11,4,473.81
870,48,2,400.26
870,23,2,81.32
870,84,4,325.38
871,46,1,487.36
871,58,4,14.98
871,34,3,417.15
871,17,2,154.61
872,77,2,109.48
873,30,1,161.75
874,20,1,147.43
874,72,1,451.6
875,84,3,325.38
875,91,4,259.51
876,8,4,476.6
877,60,4,233.16
877,98,3,353.68
877,99,2,71.61
877,32,1,444.87
878,16,1,347.88
878,95,3,196.95
878,75,4,239.67
879,96,4,218.69
879,29,1,496.5
879,81,3,174.99
880,45,3,73.6
880,79,4,222.47
880,38,4,447.49
880,14,2,26.22
881,25,2,447.12
881,18,1,328.39
881,84,1,325.38
882,23,2,81.32
882,25,3,447.12
883,21,1,212.42
883,65,1,146.44
883,33,1,180.17
884,53,2,413.68
884,2,3,261.74
884,67,3,21.34
884,49,3,315.22
885,45,2,73.6
885,8,4,476.6
885,62,3,93.57
886,28,2,374.56
886,25,1,447.12
886,23,2,81.32
886,89,3,186.1
887,78,1,331.49
887,6,4,306.01
887,100,1,438.09
887,65,3,146.44
888,37,1,498.67
888,67,2,21.34
888,95,4,196.95
888,99,1,71.61
889,99,3,71.61
889,78,3,331.49
889,13,3,216.2
890,46,3,487.36
890,94,4,50.13
890,48,2,400.26
891,43,4,286.76
892,75,4,239.67
892,44,4,390.62
893,9,4,496.03
894,87,4,407.53
895,79,4,222.47
895,86,3,310.48
895,26,4,497.3
896,75,2,239.67
896,52,4,365.97
896,36,1,128.31
897,17,1,154.61
897,13,4,216.2
897,100,3,438.09
897,70,2,254.04
898,82,4,240.61
898,60,3,233.16
898,60,3,233.16
898,71,4,197.87
899,74,1,417.85
899,47,3,20.83
899,85,4,464.85
900,81,4,174.99
900,78,3,331.49
900,24,1,132.93
901,23,1,81.32
901,84,4,325.38
902,46,2,487.36
902,61,4,136.82
902,91,2,259.51
902,61,1,136.82
903,58,2,14.98
903,34,4,417.15
903,76,4,401.6
904,25,1,447.12
904,36,4,128.31
905,37,2,498.67
905,27,3,77.62
905,36,2,128.31
905,92,3,208.61
906,91,3,259.51
907,90,1,160.94
907,77,2,109.48
908,54,1,352.48
908,99,4,71.61
908,59,2,466.72
908,15,3,429.83
909,98,3,353.68
910,65,1,146.44
911,18,2,328.39
911,9,2,496.03
911,82,2,240.61
911,75,4,239.67
912,87,3,407.53
913,84,2,325.38
914,65,4,146.44
914,17,1,154.61
915,73,4,239.09
915,32,3,444.87
915,98,4,353.68
915,84,3,325.38
916,93,2,20.92
916,36,1,128.31
916,83,2,481.09
917,47,2,20.83
917,89,2,186.1
917,24,3,132.93
918,26,2,497.3
919,33,4,180.17
920,100,2,438.09
920,78,4,331.49
921,14,1,26.22
921,78,2,331.49
922,19,4,373.42
923,66,1,487.82
923,17,4,154.61
924,17,2,154.61
925,14,3,26.22
925,16,2,347.88
925,14,3,26.22
925,95,3,196.95
926,30,1,161.75
926,88,2,142.46
926,28,4,374.56
927,75,4,239.67
927,99,3,71.61
927,30,4,161.75
928,69,1,182.28
928,81,4,174.99
928,9,1,496.03
929,58,2,14.98
929,71,2,197.87
930,4,2,322.57
930,56,4,419.12
931,21,2,212.42
931,27,3,77.62
931,62,1,93.57
931,40,1,92.21
932,58,3,14.98
933,63,3,44.92
933,21,1,212.42
933,38,4,447.49
933,27,4,77.62
934,40,4,92.21
935,36,1,128.31
935,56,2,419.12
936,78,3,331.49
937,34,3,417.15
937,48,2,400.26
937,6,4,306.01
938,13,2,216.2
938,28,2,374.56
938,5,3,170.0
939,52,1,365.97
939,2,3,261.74
940,65,1,146.44
940,3,2,223.36
940,21,2,212.42
941,65,2,146.44
941,44,4,390.62
941,44,4,390.62
941,21,2,212.42
942,58,1,14.98
943,52,1,365.97
943,63,1,44.92
943,66,2,487.82
943,36,1,128.31
944,85,4,464.85
945,72,3,451.6
945,47,1,20.83
946,72,3,451.6
947,91,2,259.51
947,86,2,310.48
947,59,2,466.72
948,82,4,240.61
948,97,4,468.16
949,93,4,20.92
950,68,2,80.25
950,77,1,109.48
950,42,3,285.23
950,90,3,160.94
951,7,3,227.43
951,22,4,398.25
951,53,4,413.68
952,61,2,136.82
952,53,3,413.68
952,54,1,352.48
952,57,4,463.49
953,25,3,447.12
954,60,1,233.16
954,21,2,212.42
955,79,2,222.47
955,58,3,14.98
955,8,1,476.6
955,79,4,222.47
956,14,3,26.22
956,50,4,74.62
956,55,1,356.2
956,11,4,473.81
957,44,4,390.62
958,49,3,315.22
958,65,1,146.44
958,97,2,468.16
959,58,3,14.98
960,70,4,254.04
960,82,3,240.61
961,86,4,310.48
961,53,2,413.68
961,36,1,128.31
961,70,3,254.04
962,11,3,473.81
962,48,3,400.26
962,13,3,216.2
963,71,3,197.87
963,22,3,398.25
963,54,3,352.48
963,97,1,468.16
964,21,4,212.42
964,21,4,212.42
964,38,4,447.49
965,79,1,222.47
965,29,1,496.5
965,84,1,325.38
965,31,3,16.8
966,49,4,315.22
966,28,1,374.56
967,52,4,365.97
967,57,1,463.49
967,4,4,322.57
968,82,4,240.61
968,44,3,390.62
969,50,4,74.62
970,69,4,182.28
970,21,1,212.42
970,77,3,109.48
971,44,3,390.62
972,35,1,144.22
973,5,1,170.0
973,7,3,227.43
974,37,4,498.67
974,71,1,197.87
974,11,3,473.81
975,90,1,160.94
976,33,4,180.17
977,64,3,85.89
978,61,1,136.82
978,34,1,417.15
979,93,1,20.92
979,86,2,310.48
979,39,3,85.34
979,34,3,417.15
980,97,3,468.16
980,37,4,498.67
981,85,2,464.85
981,96,3,218.69
982,51,2,112.28
982,64,2,85.89
982,77,2,109.48
983,82,4,240.61
983,94,2,50.13
983,43,4,286.76
984,48,2,400.26
984,39,1,85.34
985,98,1,353.68
985,6,3,306.01
986,80,1,122.43
986,67,1,21.34
987,16,4,347.88
988,53,4,413.68
989,24,1,132.93
990,26,2,497.3
990,41,1,126.71
990,30,4,161.75
991,71,3,197.87
991,46,4,487.36
991,6,2,306.01
991,98,4,353.68
992,86,1,310.48
992,29,3,496.5
992,79,4,222.47
992,12,2,14.69
993,34,3,417.15
993,20,1,147.43
993,65,3,146.44
993,95,2,196.95
994,56,4,419.12
994,56,1,419.12
994,15,4,429.83
995,55,1,356.2
995,44,1,390.62
995,78,3,331.49
996,21,2,212.42
996,24,2,132.93
996,93,4,20.92
996,53,4,413.68
997,74,1,417.85
998,36,2,128.31
999,50,3,74.62
999,93,2,20.92
999,65,2,146.44
1000,48,2,400.26
1000,66,4,487.82
1000,70,4,254.04
1001,60,1,233.16
1002,16,3,347.88
1002,18,3,328.39
1002,32,3,444.87
1003,98,4,353.68
1004,90,2,160.94
1005,32,4,444.87
1005,98,3,353.68
1005,38,2,447.49
1006,70,4,254.04
1006,54,1,352.48
1006,64,3,85.89
1007,14,4,26.22
1007,27,1,77.62
1007,54,4,352.48
1008,96,1,218.69
1009,11,4,473.81
1009,38,3,447.49
1009,12,1,14.69
1009,13,2,216.2
1010,23,2,81.32
1010,18,3,328.39
1010,10,1,380.63
1011,98,2,353.68
1011,52,2,365.97
1011,59,4,466.72
1012,15,4,429.83
1012,47,3,20.83
1012,63,1,44.92
1012,52,3,365.97
1013,3,3,223.36
1013,19,4,373.42
1013,90,4,160.94
1013,63,1,44.92
1014,96,4,218.69
1015,46,4,487.36
1015,12,4,14.69
1015,31,1,16.8
1015,87,1,407.53
1016,6,2,306.01
1016,42,3,285.23
1016,34,1,417.15
1016,79,3,222.47
1017,50,3,74.62
1017,80,3,122.43
1018,13,1,216.2
1018,66,4,487.82
1018,13,4,216.2
1019,9,1,496.03
1020,2,3,261.74
1020,69,4,182.28
1020,9,1,496.03
1021,68,4,80.25
1021,29,3,496.5
1021,77,3,109.48
1021,82,2,240.61
1022,61,2,136.82
1022,27,3,77.62
1022,33,3,180.17
1022,48,4,400.26
1023,48,4,400.26
1023,63,1,44.92
1024,54,1,352.48
1024,80,2,122.43
1024,78,1,331.49
1025,77,3,109.48
1025,89,4,186.1
1025,73,2,239.09
1025,86,2,310.48
1026,11,1,473.81
1027,29,1,496.5
1027,28,1,374.56
1027,63,2,44.92
1027,52,3,365.97
1028,97,1,468.16
1029,65,1,146.44
1029,33,4,180.17
1030,54,4,352.48
1031,96,3,218.69
1031,1,3,414.77
1032,49,2,315.22
1032,79,4,222.47
1032,41,3,126.71
1033,39,2,85.34
1034,58,2,14.98
1034,32,3,444.87
1034,51,4,112.28
1034,96,4,218.69
1035,19,3,373.42
1036,2,4,261.74
1036,29,2,496.5
1036,22,4,398.25
1036,56,4,419.12
1037,77,2,109.48
1038,38,1,447.49
1038,11,3,473.81
1039,61,2,136.82
1040,84,1,325.38
1040,60,2,233.16
1040,4,4,322.57
1041,25,3,447.12
1042,97,4,468.16
1043,9,3,496.03
1043,90,3,160.94
1043,77,1,109.48
1043,62,3,93.57
1044,97,3,468.16
1044,15,1,429.83
1045,96,4,218.69
1045,57,2,463.49
1046,74,3,417.85
1046,92,2,208.61
1047,56,4,419.12
1047,58,3,14.98
1047,34,4,417.15
1048,52,3,365.97
1048,16,3,347.88
1048,16,3,347.88
1048,96,2,218.69
1049,94,4,50.13
1049,39,4,85.34
1049,39,4,85.34
1050,71,4,197.87
1050,34,3,417.15
1050,98,2,353.68
1050,54,1,352.48
1051,1,1,414.77
1052,81,3,174.99
1052,49,3,315.22
1052,10,4,380.63
1052,21,2,212.42
1053,4,3,322.57
1053,39,1,85.34
1053,29,2,496.5
1053,58,3,14.98
1054,92,2,208.61
1054,38,2,447.49
1055,30,3,161.75
1055,86,3,310.48
1055,93,1,20.92
1055,75,1,239.67
1056,24,1,132.93
1056,68,2,80.25
1056,54,2,352.48
1057,98,3,353.68
1057,33,4,180.17
1058,78,4,331.49
1058,61,1,136.82
1058,100,2,438.09
1059,43,2,286.76
1059,29,1,496.5
1059,42,3,285.23
1060,25,2,447.12
1060,60,4,233.16
1061,8,3,476.6
1061,5,2,170.0
1061,38,1,447.49
1061,70,4,254.04
1062,100,1,438.09
1063,53,3,413.68
1063,77,4,109.48
1063,76,3,401.6
1063,83,2,481.09
1064,48,3,400.26
1064,5,4,170.0
1064,78,1,331.49
1065,78,4,331.49
1065,24,1,132.93
1065,100,3,438.09
1066,95,1,196.95
1066,38,4,447.49
1066,78,4,331.49
1066,36,4,128.31
1067,52,2,365.97
1067,81,3,174.99
1068,18,4,328.39
1068,42,2,285.23
1068,75,3,239.67
1069,48,2,400.26
1069,57,3,463.49
1070,38,4,447.49
1070,61,2,136.82
1071,96,3,218.69
1071,80,4,122.43
1071,10,2,380.63
1072,52,1,365.97
1072,11,4,473.81
1072,80,2,122.43
1073,93,2,20.92
1073,56,1,419.12
1073,23,2,81.32
1074,81,1,174.99
1074,77,4,109.48
1074,55,4,356.2
1075,9,3,496.03
1075,4,4,322.57
1076,17,1,154.61
1076,78,2,331.49
1077,26,2,497.3
1077,93,4,20.92
1078,89,4,186.1
1079,46,4,487.36
1080,22,1,398.25
1081,40,2,92.21
1082,89,1,186.1
1082,81,2,174.99
1082,3,2,223.36
1082,45,2,73.6
1083,45,2,73.6
1083,5,4,170.0
1084,94,1,50.13
1084,12,4,14.69
1084,56,3,419.12
1085,40,1,92.21
1085,16,2,347.88
1085,48,3,400.26
1086,59,4,466.72
1086,66,2,487.82
1087,82,4,240.61
1087,22,1,398.25
1087,2,3,261.74
1088,79,3,222.47
1088,41,3,126.71
1088,71,1,197.87
1088,40,4,92.21
1089,81,4,174.99
1090,89,2,186.1
1090,55,1,356.2
1090,57,1,463.49
1091,33,4,180.17
1092,12,4,14.69
1092,59,3,466.72
1093,67,2,21.34
1093,19,3,373.42
1093,62,4,93.57
1093,93,2,20.92
1094,94,4,50.13
1095,98,4,353.68
1095,72,4,451.6
1095,9,4,496.03
1095,29,1,496.5
1096,36,4,128.31
1096,33,1,180.17
1096,39,3,85.34
1096,6,2,306.01
1097,24,2,132.93
1098,75,4,239.67
1098,29,4,496.5
1098,87,4,407.53
